TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
0                    ,                     , 1        , 21       , 1       ,          ,         , BEGIN                    ,                
920                  , 920                 , 1        , 27       , 2       , 27       , 2       , CREATE                   ,                
940                  , 19                  , 1        , 27       , 2       , 27       , 2       , RESTART ON SAME CPU      ,                
993                  , 52                  , 1        , 27       , 2       , 27       , 2       , PREEMPTED                ,                
1067                 , 73                  , 1        , 27       , 2       , 27       , 2       , RESTART ON SAME CPU      ,                
1424                 , 357                 , 1        , 27       , 2       , 27       , 2       , PREEMPTED                ,                
2225                 , 800                 , 1        , 27       , 2       , 27       , 2       , RESTART ON SAME CPU      ,                
2257                 , 31                  , 1        , 27       , 2       , 27       , 2       , PREEMPTED                ,                
2316                 , 59                  , 1        , 27       , 2       , 27       , 2       , RESTART ON SAME CPU      ,                
2386                 , 70                  , 1        , 27       , 2       , 27       , 2       , PREEMPTED                ,                
2438                 , 52                  , 1        , 27       , 2       , 27       , 2       , RESTART ON SAME CPU      ,                
2459                 , 20                  , 1        , 27       , 2       , 27       , 2       , PREEMPTED                ,                
2511                 , 52                  , 1        , 27       , 2       , 27       , 2       , RESTART ON SAME CPU      ,                
66990                , 64478               , 1        , 27       , 2       , 27       , 2       , SLEEPING ON              , kernel semaphore
67006                , 16                  , 1        , 27       , 2       , 27       , 2       , PREEMPTED                ,                
67180                , 173                 , 1        , 27       , 2       , 27       , 2       , RESTART ON SAME CPU      ,                
67230                , 50                  , 1        , 27       , 2       , 27       , 2       , SLEEPING ON              , kernel semaphore
67241                , 10                  , 1        , 27       , 2       , 27       , 2       , PREEMPTED                ,                
68388                , 1146                , 1        , 27       , 2       , 27       , 2       , RESTART ON SAME CPU      ,                
69183                , 795                 , 1        , 27       , 2       , 27       , 2       , SLEEPING ON              , kernel semaphore
69194                , 11                  , 1        , 27       , 2       , 27       , 2       , PREEMPTED                ,                
69426                , 232                 , 1        , 27       , 2       , 27       , 2       , RESTART ON SAME CPU      ,                
69542                , 115                 , 1        , 27       , 2       , 27       , 2       , SLEEPING ON              , kernel semaphore
69553                , 11                  , 1        , 27       , 2       , 27       , 2       , PREEMPTED                ,                
69789                , 235                 , 1        , 27       , 2       , 27       , 2       , RESTART ON SAME CPU      ,                
69904                , 114                 , 1        , 27       , 2       , 27       , 2       , SLEEPING ON              , kernel semaphore
