TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
0                    ,                     , 1        , 11       , 2       ,          ,         , BEGIN                    ,                
892                  , 892                 , 1        , 2        , 1       , 2        , 1       , CREATE                   ,                
913                  , 20                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
975                  , 61                  , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
1014                 , 39                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
1360                 , 345                 , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
1808                 , 448                 , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
1848                 , 39                  , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
1879                 , 31                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
1970                 , 90                  , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
2009                 , 38                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
2041                 , 32                  , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
2091                 , 49                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
69340                , 67249               , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , kernel semaphore
69353                , 12                  , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
69435                , 82                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
69481                , 46                  , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , kernel semaphore
69489                , 7                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
70695                , 1206                , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
71360                , 665                 , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , kernel semaphore
71371                , 11                  , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
71599                , 228                 , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
71713                , 114                 , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , kernel semaphore
71724                , 11                  , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
71942                , 217                 , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
72035                , 92                  , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , kernel semaphore
72043                , 8                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
72266                , 223                 , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
72348                , 81                  , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , kernel semaphore
72356                , 7                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
72456                , 99                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
72544                , 88                  , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , kernel semaphore
72550                , 6                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
72760                , 210                 , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
72812                , 51                  , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , kernel semaphore
72818                , 6                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
72902                , 83                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
72962                , 60                  , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , kernel semaphore
72969                , 6                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
73216                , 246                 , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
73305                , 89                  , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , kernel semaphore
73314                , 9                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
73404                , 89                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
73484                , 79                  , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , kernel semaphore
73493                , 8                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
73693                , 200                 , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
73783                , 90                  , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , kernel semaphore
73792                , 8                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
